{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Kingdom', 'name': 'Bacteria', 'quantity': '82.57763090965415'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1814', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'Porphyromonadaceae', 'quantity': '0.0347623687872833'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1126', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2838', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'Bacteria_unclassified', 'quantity': '0.0114496743805915'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'Candidatus_Saccharibacteria_unclassified', 'quantity': '0.0017195178853162'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB79244', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB3069', 'quantity': '0.0094573483692395'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB3047', 'quantity': '0.0003306765164069'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1011', 'quantity': '0.0085645217749406'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Phocaeicola', 'quantity': '2.366503023492343'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Bacteroides', 'quantity': '7.1171093280627895'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Alistipes', 'quantity': '2.964696841672562'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Lachnospira', 'quantity': '0.827997463257247'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Faecalibacterium', 'quantity': '4.014669183480901'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Barnesiella', 'quantity': '0.3082731824204032'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Lachnospiraceae_unclassified', 'quantity': '7.499660722981109'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6601', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3175', 'quantity': '0.2184862413029991'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Candidatus_Cibionibacter', 'quantity': '0.3783848708115923'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4611', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Roseburia', 'quantity': '0.3440358476698176'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Odoribacter', 'quantity': '0.2689805453583443'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Clostridium', 'quantity': '1.2045057448382297'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4579', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9602', 'quantity': '0.6830371453773391'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Coprococcus', 'quantity': '0.4359391184922264'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Sutterella', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Blautia', 'quantity': '0.9671048067967516'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9758', 'quantity': '0.724983461483564'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Ruminococcus', 'quantity': '1.6023343948145523'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB1420', 'quantity': '0.4822916991795742'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6580', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Parabacteroides', 'quantity': '5.395863657948289'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Clostridiaceae_unclassified', 'quantity': '0.963607902635748'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4604', 'quantity': '0.1563107893055774'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4599', 'quantity': '0.2532982115677434'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Brotolimicola', 'quantity': '0.3427131416041897'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9064', 'quantity': '0.0889023814360154'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3486', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Romboutsia', 'quantity': '0.0234118973616138'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Mesosutterella', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Bifidobacterium', 'quantity': '0.6315425448598627'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Dialister', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4682', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Fusicatenibacter', 'quantity': '1.1392136666736723'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3277', 'quantity': '0.2366651827924726'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4585', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4596', 'quantity': '0.4256881464836101'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Dorea', 'quantity': '0.563770392822253'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Oscillibacter', 'quantity': '0.8775080046762814'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Lacrimispora', 'quantity': '0.022138792773447'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4684', 'quantity': '0.9855896240639016'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Faecalicatena', 'quantity': '0.775560434668011'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Butyricimonas', 'quantity': '0.3129026536501009'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Eubacteriales_unclassified', 'quantity': '0.2656324456297236'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3653', 'quantity': '0.0003224096034968'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4552', 'quantity': '1.1942217051779729'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Agathobaculum', 'quantity': '0.2387484448458365'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Oscillospiraceae_unclassified', 'quantity': '0.9189748398337162'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Turicibacter', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4588', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Gemmiger', 'quantity': '1.2937884042681134'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Anaerobutyricum', 'quantity': '0.2305559341518537'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Haemophilus', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB47687', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Collinsella', 'quantity': '0.1385203927228821'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Megasphaera', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Mediterraneibacter', 'quantity': '0.2725270509968091'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Wujia', 'quantity': '1.1302192654274026'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Eubacterium', 'quantity': '0.088265829141932'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4683', 'quantity': '0.2155266864811566'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB1662', 'quantity': '0.1359493828078179'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3740', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9715', 'quantity': '0.048683850128017'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9512', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Anaerostipes', 'quantity': '0.241377323151272'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4456', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Coprobacter', 'quantity': '0.0043566631036619'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9708', 'quantity': '0.3136962772894776'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Slackia', 'quantity': '0.0062415192471816'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9296', 'quantity': '0.1152490328807412'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9691', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Candidatus_Borkfalkia', 'quantity': '0.2702040484690501'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6518', 'quantity': '0.0217998493441298'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9614', 'quantity': '0.0500892253227466'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9063', 'quantity': '0.0344812937483374'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9365', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3109', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Intestinibacter', 'quantity': '0.0058281736016729'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9524', 'quantity': '0.0136321393888775'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3478', 'quantity': '0.1088008408108052'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Oliverpabstia', 'quantity': '0.2460646627713409'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Acidaminococcus', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6649', 'quantity': '0.0124747715814531'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Faecalibacillus', 'quantity': '0.1065274397605072'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6611', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9760', 'quantity': '0.2569025855965795'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3304', 'quantity': '1.3074205436569908'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9699', 'quantity': '0.0048609447911825'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6613', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Vescimonas', 'quantity': '0.0363082815014859'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB36331', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB51269', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9342', 'quantity': '0.7365323388190775'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Dysosmobacter', 'quantity': '0.105047662349586'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Hydrogenoanaerobacterium', 'quantity': '0.0524204947634158'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9608', 'quantity': '0.0238417768329429'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB51441', 'quantity': '0.0210640940951243'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9635', 'quantity': '0.4393285527853978'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9730', 'quantity': '0.0944164123471017'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Victivallis', 'quantity': '0.1811197949490108'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Methanobrevibacter', 'quantity': '0.0914981920898102'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3588', 'quantity': '0.0087794615106052'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9104', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6132', 'quantity': '0.0436823678173615'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3612', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9089', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9559', 'quantity': '0.0409708203828243'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9621', 'quantity': '0.0113256706869389'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9707', 'quantity': '0.0106477838283046'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Streptococcus', 'quantity': '0.006067914076068'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Anaerotignum', 'quantity': '0.0829254034019593'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3593', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9563', 'quantity': '0.0218990522990519'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9759', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Allisonella', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3323', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Adlercreutzia', 'quantity': '0.0005952177295325'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Veillonella', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3352', 'quantity': '0.0006613530328139'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Parasutterella', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9062', 'quantity': '0.0275784214683417'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Senegalimassilia', 'quantity': '0.0211219624854955'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB13404', 'quantity': '0.0588686868333518'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3033', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB13489', 'quantity': '0.0794119654151352'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9101', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB33469', 'quantity': '0.0524948969796074'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB2970', 'quantity': '0.093101973194384'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9522', 'quantity': '0.0093829461530479'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9509', 'quantity': '0.0243873930850144'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Enterococcus', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Lawsonibacter', 'quantity': '0.1273187257295958'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB2998', 'quantity': '0.0172943818080848'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9747', 'quantity': '0.5150286743038648'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9501', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9453', 'quantity': '0.032522035388626'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3287', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Faecalitalea', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9818', 'quantity': '0.0357791990752347'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Erysipelatoclostridium', 'quantity': '0.0015376458012924'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4555', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4802', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Bilophila', 'quantity': '0.2066066874510785'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Sanguibacteroides', 'quantity': '0.0347623687872833'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB2848', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Eubacteriaceae_unclassified', 'quantity': '0.0024800738730523'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Simiaoa', 'quantity': '0.0240980511331583'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9085', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB51960', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Gordonibacter', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3446', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9618', 'quantity': '0.0260655764057798'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Anaerosacchariphilus', 'quantity': '0.0027859496507287'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Bacteria_unclassified', 'quantity': '0.0114496743805915'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Flavonifractor', 'quantity': '0.0063572560279241'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Colidextribacter', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4591', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Candidatus_Saccharibacteria_unclassified', 'quantity': '0.0017195178853162'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3325', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9767', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB52130', 'quantity': '0.0003306765164069'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Pseudoflavonifractor', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB45432', 'quantity': '0.000380277993868'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB2653', 'quantity': '0.0085645217749406'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Youxingia', 'quantity': '0.0009424280717598'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9065', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3321', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9641', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Phocaeicola_vulgatus', 'quantity': '1.2160959567382943'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Alistipes_putredinis', 'quantity': '0.2328128013763313'}
